iter	Passed	Remaining
1659	71301	26072
1660	71341	26028
1661	71386	25986
1662	71430	25943
1663	71474	25900
1664	71516	25857
1665	71557	25813
1666	71601	25771
1667	71658	25733
1668	71706	25692
1669	71749	25649
1670	71788	25605
1671	71829	25561
1672	71871	25518
1673	71913	25474
1674	71954	25430
1675	72002	25389
1676	72047	25347
1677	72092	25305
1678	72131	25260
1679	72173	25217
1680	72213	25173
1681	72255	25130
1682	72296	25086
1683	72337	25043
1684	72379	24999
1685	72420	24956
1686	72470	24915
1687	72513	24872
1688	72558	24830
1689	72603	24788
1690	72647	24745
1691	72689	24702
1692	72731	24659
1693	72776	24616
1694	72817	24573
1695	72871	24533
1696	72915	24491
1697	72958	24448
1698	73002	24405
1699	73046	24363
1700	73091	24321
1701	73137	24278
1702	73179	24235
1703	73222	24192
1704	73268	24150
1705	73314	24108
1706	73361	24067
1707	73408	24025
1708	73453	23982
1709	73497	23940
1710	73541	23897
1711	73589	23856
1712	73632	23813
1713	73676	23770
1714	73720	23727
1715	73764	23685
1716	73807	23642
1717	73854	23600
1718	73918	23564
1719	73963	23522
1720	74007	23479
1721	74051	23436
1722	74095	23394
1723	74141	23351
1724	74183	23308
1725	74228	23266
1726	74272	23223
1727	74317	23181
1728	74366	23140
1729	74419	23100
1730	74473	23060
1731	74527	23020
1732	74582	22981
1733	74628	22939
1734	74677	22898
1735	74719	22854
1736	74759	22810
1737	74803	22768
1738	74845	22724
1739	74887	22681
1740	74931	22638
1741	74975	22596
1742	75017	22552
1743	75062	22510
1744	75127	22473
1745	75176	22432
1746	75221	22389
1747	75261	22346
1748	75301	22302
1749	75341	22258
1750	75387	22215
1751	75428	22172
1752	75471	22129
1753	75512	22085
1754	75560	22043
1755	75605	22001
1756	75648	21958
1757	75693	21915
1758	75737	21873
1759	75779	21829
1760	75837	21790
1761	75878	21747
1762	75921	21704
1763	75965	21661
1764	76009	21618
1765	76058	21577
1766	76116	21538
1767	76159	21495
1768	76201	21451
1769	76242	21408
1770	76300	21369
1771	76343	21326
1772	76384	21282
1773	76436	21241
1774	76478	21198
1775	76519	21154
1776	76560	21111
1777	76605	21068
1778	76648	21025
1779	76689	20981
1780	76731	20938
1781	76772	20894
1782	76816	20851
1783	76858	20808
1784	76905	20766
1785	76945	20722
1786	76987	20679
1787	77031	20636
1788	77080	20594
1789	77124	20552
1790	77169	20509
1791	77210	20465
1792	77252	20422
1793	77295	20379
1794	77337	20336
1795	77379	20292
1796	77420	20249
1797	77467	20207
1798	77509	20163
1799	77552	20120
1800	77596	20077
1801	77640	20034
1802	77682	19991
1803	77724	19948
1804	77769	19905
1805	77810	19861
1806	77851	19818
1807	77895	19775
1808	77936	19731
1809	77977	19688
1810	78019	19644
1811	78065	19602
1812	78104	19558
1813	78144	19514
1814	78188	19471
1815	78233	19429
1816	78278	19386
1817	78332	19346
1818	78379	19304
1819	78422	19260
1820	78468	19218
1821	78510	19175
1822	78552	19131
1823	78593	19088
1824	78633	19044
1825	78678	19001
1826	78726	18959
1827	78767	18916
1828	78814	18874
1829	78856	18830
1830	78899	18787
1831	78943	18744
1832	78986	18701
1833	79028	18658
1834	79072	18615
1835	79118	18573
1836	79160	18529
1837	79198	18485
1838	79239	18441
1839	79282	18398
1840	79321	18354
1841	79362	18311
1842	79403	18267
1843	79445	18224
1844	79488	18181
1845	79527	18137
1846	79571	18094
1847	79614	18051
1848	79655	18007
1849	79701	17965
1850	79743	17921
1851	79786	17878
1852	79828	17835
1853	79873	17792
1854	79915	17749
1855	79956	17705
1856	80002	17663
1857	80040	17619
1858	80081	17575
1859	80123	17532
1860	80165	17489
1861	80207	17445
1862	80251	17402
1863	80293	17359
1864	80334	17316
1865	80370	17271
1866	80412	17228
1867	80460	17186
1868	80518	17146
1869	80558	17102
1870	80603	17059
1871	80644	17016
1872	80688	16973
1873	80732	16930
1874	80776	16887
1875	80817	16844
1876	80860	16801
1877	80907	16758
1878	80952	16716
1879	80995	16673
1880	81039	16630
1881	81078	16586
1882	81117	16542
1883	81159	16499
1884	81206	16456
1885	81246	16412
1886	81286	16369
1887	81330	16326
1888	81374	16283
1889	81418	16240
1890	81461	16197
1891	81505	16154
1892	81546	16111
1893	81581	16066
1894	81621	16022
1895	81667	15980
1896	81709	15937
1897	81751	15893
1898	81795	15850
1899	81835	15807
1900	81876	15763
1901	81920	15720
1902	81961	15677
1903	82002	15633
1904	82042	15590
1905	82097	15549
1906	82140	15506
1907	82182	15463
1908	82225	15419
1909	82270	15377
1910	82310	15333
1911	82351	15290
1912	82394	15247
1913	82436	15203
1914	82477	15160
1915	82518	15116
1916	82561	15073
1917	82603	15030
1918	82644	14987
1919	82694	14945
1920	82746	14903
1921	82796	14862
1922	82839	14818
1923	82881	14775
1924	82926	14732
1925	82968	14689
1926	83009	14646
1927	83049	14602
1928	83091	14559
1929	83133	14516
1930	83175	14472
1931	83216	14429
1932	83258	14386
1933	83298	14342
1934	83342	14299
1935	83385	14256
1936	83428	14213
1937	83469	14170
1938	83509	14126
1939	83551	14083
1940	83594	14040
1941	83634	13996
1942	83677	13953
1943	83720	13910
1944	83760	13866
1945	83801	13823
1946	83838	13779
1947	83881	13736
1948	83921	13692
1949	83963	13649
1950	84006	13606
1951	84040	13561
1952	84081	13518
1953	84122	13475
1954	84168	13432
1955	84210	13389
1956	84250	13345
1957	84293	13302
1958	84333	13259
1959	84374	13215
1960	84417	13172
1961	84480	13132
1962	84522	13089
1963	84567	13046
1964	84611	13003
1965	84656	12961
1966	84700	12918
1967	84744	12875
1968	84782	12831
1969	84826	12788
1970	84866	12745
1971	84912	12702
1972	84966	12661
1973	85019	12619
1974	85063	12576
1975	85105	12533
1976	85148	12490
1977	85191	12447
1978	85233	12403
1979	85274	12360
1980	85318	12317
1981	85361	12274
1982	85400	12230
1983	85438	12187
1984	85483	12144
1985	85526	12101
1986	85569	12058
1987	85610	12014
1988	85650	11971
1989	85691	11927
1990	85731	11884
1991	85776	11841
1992	85818	11798
1993	85863	11755
1994	85903	11712
1995	85947	11669
1996	85989	11626
1997	86028	11582
1998	86072	11539
1999	86112	11495
2000	86153	11452
2001	86195	11409
2002	86238	11366
2003	86280	11323
2004	86321	11279
2005	86366	11237
2006	86410	11194
2007	86445	11150
2008	86486	11106
2009	86535	11064
2010	86578	11021
2011	86620	10978
2012	86666	10935
2013	86708	10892
2014	86749	10849
2015	86792	10805
2016	86837	10763
2017	86877	10719
2018	86918	10676
2019	86962	10633
2020	87002	10590
2021	87045	10547
2022	87088	10504
2023	87133	10461
2024	87188	10419
2025	87231	10376
2026	87287	10334
2027	87334	10292
2028	87396	10251
2029	87438	10208
2030	87481	10165
2031	87525	10122
2032	87570	10079
2033	87615	10036
2034	87659	9993
2035	87704	9950
2036	87745	9907
2037	87787	9864
2038	87828	9820
2039	87872	9777
2040	87908	9734
2041	87950	9690
2042	87995	9648
2043	88042	9605
2044	88085	9562
2045	88132	9519
2046	88191	9478
2047	88232	9434
2048	88272	9391
2049	88312	9348
2050	88355	9305
2051	88396	9261
2052	88439	9218
2053	88485	9175
2054	88526	9132
2055	88567	9089
2056	88614	9046
2057	88648	9002
2058	88700	8960
2059	88746	8917
2060	88790	8874
2061	88832	8831
2062	88871	8788
2063	88914	8745
2064	88958	8701
2065	88997	8658
2066	89039	8615
2067	89084	8572
2068	89128	8529
2069	89172	8486
2070	89217	8443
2071	89261	8400
2072	89301	8357
2073	89345	8314
2074	89408	8272
2075	89450	8229
2076	89495	8186
2077	89542	8144
2078	89588	8101
2079	89630	8058
2080	89674	8015
2081	89720	7972
2082	89764	7929
2083	89804	7885
2084	89849	7842
2085	89891	7799
2086	89935	7756
2087	89985	7714
2088	90027	7671
2089	90069	7627
2090	90109	7584
2091	90153	7541
2092	90194	7498
2093	90236	7455
2094	90280	7412
2095	90323	7368
2096	90364	7325
2097	90407	7282
2098	90482	7242
2099	90526	7198
2100	90569	7155
2101	90611	7112
2102	90655	7069
2103	90701	7026
2104	90748	6983
2105	90791	6940
2106	90832	6897
2107	90875	6854
2108	90919	6811
2109	90960	6768
2110	91005	6725
2111	91052	6682
2112	91094	6639
2113	91133	6595
2114	91177	6552
2115	91225	6509
2116	91267	6466
2117	91310	6423
2118	91353	6380
2119	91393	6337
2120	91434	6293
2121	91480	6251
2122	91522	6207
2123	91566	6164
2124	91631	6123
2125	91674	6079
2126	91716	6036
2127	91762	5993
2128	91807	5950
2129	91845	5907
2130	91886	5864
2131	91930	5821
2132	91973	5777
2133	92014	5734
2134	92059	5691
2135	92099	5648
2136	92139	5605
2137	92182	5562
2138	92227	5518
2139	92269	5475
2140	92311	5432
2141	92354	5389
2142	92398	5346
2143	92440	5303
2144	92484	5260
2145	92525	5216
2146	92568	5173
2147	92609	5130
2148	92655	5087
2149	92698	5044
2150	92739	5001
2151	92799	4959
2152	92844	4916
2153	92889	4873
2154	92934	4829
2155	92975	4786
2156	93019	4743
2157	93061	4700
2158	93104	4657
2159	93146	4614
2160	93187	4570
2161	93231	4527
2162	93271	4484
2163	93313	4441
2164	93355	4398
2165	93398	4355
2166	93439	4311
2167	93482	4268
2168	93524	4225
2169	93566	4182
2170	93609	4139
2171	93651	4096
2172	93688	4052
2173	93729	4009
2174	93769	3966
2175	93810	3923
2176	93858	3880
2177	93910	3837
2178	93950	3794
2179	93995	3751
2180	94039	3708
2181	94079	3664
2182	94125	3621
2183	94169	3578
2184	94211	3535
2185	94256	3492
2186	94301	3449
2187	94342	3406
2188	94383	3363
2189	94426	3320
2190	94461	3276
2191	94501	3233
2192	94542	3190
2193	94587	3147
2194	94630	3104
2195	94673	3060
2196	94714	3017
2197	94755	2974
2198	94797	2931
2199	94843	2888
2200	94884	2845
2201	94924	2802
2202	94970	2759
2203	95017	2716
2204	95059	2672
2205	95103	2629
2206	95145	2586
2207	95182	2543
2208	95222	2500
2209	95262	2457
2210	95305	2413
2211	95347	2370
2212	95385	2327
2213	95427	2284
2214	95470	2241
2215	95513	2198
2216	95552	2155
2217	95594	2111
2218	95639	2068
2219	95682	2025
2220	95730	1982
2221	95773	1939
2222	95816	1896
2223	95863	1853
2224	95907	1810
2225	95955	1767
2226	95997	1724
2227	96042	1681
2228	96100	1638
2229	96140	1595
2230	96184	1552
2231	96227	1508
2232	96269	1465
2233	96313	1422
2234	96355	1379
2235	96395	1336
2236	96439	1293
2237	96484	1250
2238	96525	1207
2239	96566	1163
2240	96609	1120
2241	96652	1077
2242	96700	1034
2243	96744	991
2244	96787	948
2245	96832	905
2246	96875	862
2247	96920	819
2248	96962	776
2249	97002	732
2250	97045	689
2251	97088	646
2252	97136	603
2253	97179	560
2254	97222	517
2255	97266	474
2256	97308	431
2257	97352	388
2258	97398	344
2259	97434	301
2260	97475	258
2261	97516	215
2262	97561	172
2263	97603	129
2264	97645	86
2265	97691	43
2266	97737	0
