iter	RMSE
115	0.01141575303
116	0.01137614528
117	0.0113281378
118	0.01127071341
119	0.01122968474
120	0.01118562823
121	0.01112657935
122	0.01108552436
123	0.01103217799
124	0.01100601123
125	0.01097954443
126	0.01094847333
127	0.01090303678
128	0.01086425007
129	0.01082942738
130	0.01077640031
131	0.01073475983
132	0.01070395032
133	0.0106744301
134	0.0106310415
135	0.01060888201
136	0.01057205381
137	0.01054415599
138	0.01051500079
139	0.01050364458
140	0.0104797218
141	0.01045811241
142	0.0104304311
143	0.01040504197
144	0.01036714883
145	0.01034947018
146	0.01032483087
147	0.01030160502
148	0.01026828243
149	0.01024591523
150	0.01021660281
151	0.01019542817
152	0.0101720454
153	0.01014080417
154	0.01011372686
155	0.01009498928
156	0.0100751896
157	0.010046345
158	0.01002790645
159	0.0100077082
160	0.009983828581
161	0.009962185148
162	0.009948244021
163	0.00992857634
164	0.009911908126
165	0.009886308619
166	0.009869295603
167	0.009843580898
168	0.00982021615
169	0.009800297503
170	0.009784113443
171	0.009752244523
172	0.009741525887
173	0.009715336059
174	0.009696018979
175	0.009677914391
176	0.009662154571
177	0.009641601341
178	0.009622871044
179	0.009604170556
180	0.00959497481
181	0.009576375587
182	0.009555419855
183	0.009544115314
184	0.009526627369
185	0.009508363877
186	0.009491779926
187	0.009474819353
188	0.009458911262
189	0.009439201767
190	0.009419916728
191	0.009405101599
192	0.009386926364
193	0.009376176386
194	0.009361664884
195	0.00934032175
196	0.009320360995
197	0.009304724967
198	0.009290386504
199	0.009271164345
200	0.009256560918
201	0.00924222834
202	0.009228871339
203	0.009213897405
204	0.009200006528
205	0.009181674973
206	0.009164964571
207	0.00915156543
208	0.009139421239
209	0.00912220606
210	0.009109123926
211	0.009096610597
212	0.009084715183
213	0.009072240279
214	0.009061298862
215	0.009048649162
216	0.009032537139
217	0.009022319302
218	0.009009441874
219	0.008993308681
220	0.008982532071
221	0.008974051661
222	0.008964248221
223	0.008953836376
224	0.008943300329
225	0.008932292822
226	0.008925461847
227	0.008916882723
228	0.008907658804
229	0.008897917925
230	0.0088888086
231	0.008873989574
232	0.008865321912
233	0.008851635535
234	0.008839178148
235	0.008832877892
236	0.008822669401
237	0.008814697999
238	0.008801373914
239	0.00879393789
240	0.008780670795
241	0.008773110134
242	0.008760727783
243	0.008754671632
244	0.008743260249
245	0.008735171318
246	0.008727589608
247	0.00871957053
248	0.008708912362
249	0.008702439989
250	0.008694165104
251	0.008685353407
252	0.008675036194
253	0.008669041367
254	0.008658683315
255	0.008647758689
256	0.008640267488
257	0.008628408109
258	0.008618684062
259	0.008614934992
260	0.008605624205
261	0.008592551394
262	0.008588885188
263	0.00858135268
264	0.008571659667
265	0.008564811688
266	0.008548968691
267	0.008535367603
268	0.008528469981
269	0.008518949935
270	0.008511814278
271	0.008504361224
272	0.008492177943
273	0.008482509187
274	0.008470625826
275	0.008458771028
276	0.008450797737
277	0.008443050314
278	0.008438632146
279	0.008432664406
280	0.00842618898
281	0.008419103322
282	0.008408753364
283	0.008398714716
284	0.00839223075
285	0.008382278552
286	0.008375526267
287	0.008366193222
288	0.008357287024
289	0.008347997439
290	0.008338674965
291	0.008332386288
292	0.008325250951
293	0.008318878165
294	0.008309622113
295	0.008303463895
296	0.008297521215
297	0.00829361728
298	0.008285917395
299	0.008277840046
300	0.008270053808
301	0.008262265062
302	0.008259121678
303	0.008251491834
304	0.008243078695
305	0.00823426226
306	0.00822714144
307	0.008215170426
308	0.008208714226
309	0.008202423928
310	0.00819942807
311	0.008192772613
312	0.00818896767
313	0.008182071567
314	0.008171092886
315	0.008168225773
316	0.008162062744
317	0.008150461335
318	0.00814314083
319	0.008137028206
320	0.00813485662
321	0.008125843218
322	0.008120829911
323	0.008110941992
324	0.008107028051
325	0.008101924356
326	0.008094213983
327	0.008084042386
328	0.008077691856
329	0.008072982253
330	0.008067983018
331	0.008063356696
332	0.008055516816
333	0.008051367474
334	0.008044866838
335	0.008037940674
336	0.008033417766
337	0.008026512189
338	0.008015830867
339	0.008011339217
340	0.008007119869
341	0.008002151692
342	0.007998070187
343	0.007991777691
344	0.007982759342
345	0.007977027282
346	0.007974486053
347	0.007967536074
348	0.007964791406
349	0.00795904467
350	0.007953160911
351	0.007950751549
352	0.007944408782
353	0.007938225723
354	0.00793265265
355	0.007928742173
356	0.007926058068
357	0.007919484858
358	0.007913391328
359	0.007909951675
360	0.00790715237
361	0.007899079981
362	0.007890396354
363	0.007887133153
364	0.007883697794
365	0.007878256845
366	0.007874178468
367	0.007864883151
368	0.007860997173
369	0.007857488745
370	0.007855715764
371	0.007851307785
372	0.007843159553
373	0.007837851422
374	0.007833995523
375	0.00783069223
376	0.007822266747
377	0.007815019806
378	0.007812971018
379	0.007810205229
380	0.007807285294
381	0.007804681629
382	0.00779706005
383	0.007789616108
384	0.00778607334
385	0.007780533232
386	0.0077784878
387	0.007773216697
388	0.007765476279
389	0.007761531242
390	0.007758306309
391	0.007753209228
392	0.007750565777
393	0.007747297109
394	0.007743108591
395	0.007736049452
396	0.007728871407
397	0.007723592208
398	0.007718389873
399	0.007711571129
400	0.007707292752
401	0.007700769426
402	0.007697511987
403	0.007695044136
404	0.007689590885
405	0.007686113607
406	0.007682534483
407	0.007679525987
408	0.007676247025
409	0.007670097044
410	0.007665724943
411	0.007663558857
412	0.00765809063
413	0.007656892557
414	0.007654251213
415	0.007649480961
416	0.007647580565
417	0.007643554348
418	0.00764073257
419	0.007635519992
420	0.007632988443
421	0.007629637331
422	0.007628975297
423	0.007626489708
424	0.007623989369
425	0.007618714746
426	0.007614303518
427	0.007612887063
428	0.007610557806
429	0.007606263267
430	0.007604672449
431	0.007599221374
432	0.007593410999
433	0.00758994467
434	0.007589348906
435	0.007587168133
436	0.007584072476
437	0.007583509612
438	0.007578462351
439	0.007575316218
440	0.007570466366
441	0.00756532666
442	0.007562141759
443	0.007558183657
444	0.00755609484
445	0.007551410564
446	0.007547904336
447	0.007543072566
448	0.007539857233
449	0.007536188742
450	0.007534136484
451	0.007532967361
452	0.007527729
453	0.007527183872
454	0.007522400702
455	0.007519400047
456	0.007517446123
457	0.007512622451
458	0.007509365578
459	0.007506827214
460	0.007502609015
461	0.007502090752
462	0.007500822409
463	0.007500327927
464	0.007497482473
465	0.007492094318
466	0.007489163937
467	0.007484738675
468	0.007480617698
469	0.007476663161
470	0.007473743248
471	0.007470780807
472	0.007467124265
473	0.007465482035
474	0.007461582941
475	0.007459952588
476	0.007457206939
477	0.007454948523
478	0.007452883711
479	0.007448068697
480	0.007445911448
481	0.007442906273
482	0.007438946909
483	0.007434016856
484	0.007431741693
485	0.007430073288
486	0.007427103505
487	0.007425413928
488	0.007422836616
489	0.007419191785
490	0.00741746454
491	0.007415540116
492	0.007414899733
493	0.007413725565
494	0.007409696858
495	0.007404432421
496	0.00740266304
497	0.007400326442
498	0.007396863856
499	0.00739316025
500	0.007391356702
501	0.007386779704
502	0.007385812771
503	0.00738434986
504	0.007382496798
505	0.007378778712
506	0.007377043852
507	0.007376009251
508	0.00737539243
509	0.007371515755
510	0.007370028861
511	0.007365716477
512	0.007363123064
513	0.007359083881
514	0.007356605137
515	0.007354979548
516	0.007351902588
517	0.007350231035
518	0.007346715032
519	0.007345776917
520	0.007345067237
521	0.007341436838
522	0.007337660637
523	0.007335108254
524	0.007334091907
525	0.007331415206
526	0.007327456791
527	0.0073242544
528	0.007321637707
529	0.007319572354
530	0.007316379504
531	0.007313987107
532	0.007312566669
533	0.007309597407
534	0.007306168452
535	0.007302221425
536	0.00730050366
537	0.007299201022
538	0.007297731545
539	0.007294808736
540	0.007292425071
541	0.007289424255
542	0.007287844641
543	0.007287320461
544	0.007285181002
545	0.007282523277
546	0.007278736836
547	0.007276197674
548	0.007272613369
549	0.007268602724
550	0.007265196966
551	0.007264760993
552	0.007262458558
553	0.007260458914
554	0.007259582706
555	0.007257178247
556	0.007255842746
557	0.007251855061
558	0.007249289585
559	0.00724877419
560	0.007248352787
561	0.007244504993
562	0.007241628228
563	0.007238257508
564	0.007234807028
565	0.007231666077
566	0.007230211017
567	0.007225495806
568	0.007224221065
569	0.007222128861
570	0.007220777524
571	0.007218090146
572	0.007217571003
573	0.007215964085
574	0.007213339953
575	0.007211340173
576	0.007210061278
577	0.007208230037
578	0.007205058092
579	0.007202594524
580	0.007200883713
581	0.007199659419
582	0.00719619711
583	0.007193018453
584	0.007192281859
585	0.007190936862
586	0.007189666757
587	0.007188609649
588	0.00718608442
589	0.007184823616
590	0.007180524944
591	0.007179908109
592	0.007176526655
593	0.007172938085
594	0.007170742612
595	0.007169080269
596	0.007167779706
597	0.007166626612
598	0.007165341547
599	0.00716476333
600	0.007163974959
601	0.007162831436
602	0.007157810565
603	0.007156067858
604	0.00715484431
605	0.007152192818
606	0.007149713359
607	0.007148351269
608	0.007145927074
609	0.007142864593
610	0.007142119978
611	0.007138667282
612	0.007137948488
613	0.007133729847
614	0.007130324619
615	0.007129172606
616	0.007127877945
617	0.0071257227
618	0.007123891989
619	0.007122690132
620	0.007120798382
621	0.007119238091
622	0.007117543582
623	0.007114320037
624	0.007112619952
625	0.007111927042
626	0.007109184291
627	0.007107705259
628	0.0071051282
629	0.007103646769
630	0.007100857082
631	0.007097832217
632	0.007095898221
633	0.007093162497
634	0.007092611659
635	0.007091044214
636	0.007087926284
637	0.007083874698
638	0.007083340186
639	0.007079554461
640	0.007077562474
641	0.007075732945
642	0.007074375778
643	0.007070485815
644	0.007068121956
645	0.007065873642
646	0.007062919002
647	0.007061881316
648	0.007059332691
649	0.007058405353
650	0.007056225631
651	0.007052809915
652	0.007049229562
653	0.007047164739
654	0.007045524551
655	0.007043473373
656	0.007041286428
657	0.007040258533
658	0.007038723813
659	0.007037341104
660	0.007034355766
661	0.007032431651
662	0.007030991446
663	0.007029056696
664	0.00702824949
665	0.00702713454
666	0.007023937144
667	0.00702289134
668	0.007020448095
669	0.007018625096
670	0.007015650311
671	0.007014573604
672	0.007011792083
673	0.007010708287
674	0.007008157429
675	0.0070068057
676	0.007004289558
677	0.007002738326
678	0.007001671651
679	0.007000716706
680	0.006999636622
681	0.006997222368
682	0.006994964512
683	0.00699371229
684	0.006990881318
685	0.006988401496
686	0.006987281196
687	0.006984453775
688	0.006980346624
689	0.006979128314
690	0.00697591713
691	0.00697357696
692	0.006972859672
693	0.006971661465
694	0.006970813505
695	0.006968421373
696	0.006967227052
697	0.006965434247
698	0.006963843789
699	0.006962791446
700	0.006962228006
701	0.006960695773
702	0.006958868128
703	0.006957946656
704	0.006957358912
705	0.006954020408
706	0.006951363548
707	0.006950709342
708	0.00694794131
709	0.006944554807
710	0.006943774471
711	0.006942788472
712	0.006940325816
713	0.006938950493
714	0.006937722192
715	0.006936675523
716	0.006934594098
717	0.006933115799
718	0.006932303906
719	0.006930586067
720	0.006929768275
721	0.006927382248
722	0.00692575162
723	0.006923304577
724	0.006922731126
725	0.00692107464
726	0.006920515563
727	0.006919584838
728	0.00691647133
729	0.006914089151
730	0.006913046398
731	0.006912470735
732	0.006910165609
733	0.006906525421
734	0.006904448107
735	0.006903102569
736	0.006900864873
737	0.00689961936
738	0.006898324741
739	0.006897426707
740	0.006895794696
741	0.006893728286
742	0.006892301271
743	0.006889823669
744	0.006887743501
745	0.006885028801
746	0.006881097768
747	0.00687937858
748	0.006878236949
749	0.00687494326
750	0.006872789254
751	0.006870281261
752	0.006868605507
753	0.006867415466
754	0.00686624677
755	0.006865588945
756	0.006864350024
757	0.006863459764
758	0.006861423357
759	0.006858605735
760	0.006855528773
761	0.006854678571
762	0.006852996838
763	0.006850968154
764	0.006847636194
765	0.00684619044
766	0.006844126011
767	0.006843435036
768	0.006842470234
769	0.006840036675
770	0.006838481144
771	0.006837547261
772	0.006835711483
773	0.006834428168
774	0.006834168182
775	0.006832271347
776	0.006831809516
777	0.006829746911
778	0.006828461026
779	0.006826389108
780	0.006825727851
781	0.006823707455
782	0.006822776311
783	0.00682092288
784	0.006819654832
785	0.006818107589
786	0.006816686622
787	0.006816068889
788	0.006814340116
789	0.006812189237
790	0.006811651707
791	0.006810497519
792	0.006808796744
793	0.006805609558
794	0.006804514575
795	0.00680323709
796	0.006800532478
797	0.006799324577
798	0.006798533097
799	0.006796289682
800	0.006794919789
801	0.00679219098
802	0.006790567536
803	0.006789674285
804	0.006788538221
805	0.006788489224
806	0.006787648913
807	0.006787291329
808	0.00678474857
809	0.006782479941
810	0.006781464653
811	0.006778776785
812	0.006777924239
813	0.006777012036
814	0.006775984893
815	0.006775563505
816	0.00677281488
817	0.006771156382
818	0.006769923583
819	0.006768023863
820	0.006767401753
821	0.006766151963
822	0.006765556166
823	0.006763423457
824	0.006762061919
825	0.006761037055
826	0.006759533115
827	0.006757835502
828	0.006757112777
829	0.006756589159
830	0.006755463455
831	0.006754577107
832	0.006753478412
833	0.006753160727
834	0.006751404872
835	0.006751012313
836	0.006749498588
837	0.006747931653
838	0.006746515693
839	0.006744746882
840	0.006743794834
841	0.006743106478
842	0.006742704788
843	0.006741532727
844	0.006740186111
845	0.006738600223
846	0.006737113687
847	0.006736970999
848	0.006734595193
849	0.006732591869
850	0.006730669082
851	0.006728947025
852	0.006728065325
853	0.006727180062
854	0.006724799209
855	0.006723362354
856	0.00672282558
857	0.006722117548
858	0.00672062627
859	0.00671895731
860	0.00671785521
861	0.006716288229
862	0.006714986781
863	0.00671314869
864	0.006712015113
865	0.00671151079
866	0.006710254433
867	0.006707672233
868	0.006705456805
869	0.006703001915
870	0.006701655833
871	0.006699344477
872	0.006698324307
873	0.006696477381
874	0.006695566886
875	0.00669392489
876	0.006691197959
877	0.00668996483
878	0.006689817867
879	0.006689108187
880	0.006687639321
881	0.006686672237
882	0.006685509677
883	0.006684660563
884	0.006683169804
885	0.006681516338
886	0.006681083919
887	0.006680059294
888	0.006678582508
889	0.006678446043
890	0.006677759505
891	0.006675744805
892	0.006674392647
893	0.006672681581
894	0.006671775124
895	0.006670285024
896	0.00666926078
897	0.006668802651
898	0.006667058502
899	0.006666661014
900	0.006664304856
901	0.006663261515
902	0.006662187698
903	0.006660578086
904	0.006659773078
905	0.006658097443
906	0.006656443383
907	0.006654184827
908	0.006652144358
909	0.006650738766
910	0.006648917829
911	0.006647528394
912	0.00664559448
913	0.006644535985
914	0.006643244261
915	0.006641409291
916	0.006640142197
917	0.006638552748
918	0.006637610091
919	0.006635747393
920	0.006635628655
921	0.006634140868
922	0.006633078777
923	0.006632459836
924	0.006632328816
925	0.006632290179
926	0.00663163009
927	0.006630836011
928	0.006629552299
929	0.006629186199
930	0.006627987235
931	0.006627436285
932	0.006625961135
933	0.006624110325
934	0.006623117244
935	0.006621378954
936	0.006620277263
937	0.006619361542
938	0.006618169177
939	0.00661522271
940	0.006614739382
941	0.006614026304
942	0.006613400418
943	0.006613039318
944	0.006611777459
945	0.006610668444
946	0.006609175613
947	0.006606521191
948	0.006605701918
949	0.006604397505
950	0.006602344569
951	0.006601583212
952	0.006599947384
953	0.006598610532
954	0.006596565863
955	0.006596055473
956	0.006595462677
957	0.006594000251
958	0.00659280256
959	0.006591739939
960	0.006590850906
961	0.006589396327
962	0.006588344593
963	0.006588301117
964	0.006587418251
965	0.006586473768
966	0.006585827334
967	0.006585556952
968	0.006584923908
969	0.006582828538
970	0.006582247981
971	0.006582034509
972	0.00658021055
973	0.006579536539
974	0.006578666738
975	0.006577984692
976	0.006577398923
977	0.006576487426
978	0.006575225804
979	0.006574078825
980	0.006572117564
981	0.006570042749
982	0.006569150819
983	0.006567120388
984	0.006566649841
985	0.006565319246
986	0.006564248138
987	0.006563858652
988	0.006562387153
989	0.006560709928
990	0.006558786138
991	0.006558747874
992	0.006556800744
993	0.00655576294
994	0.006554796459
995	0.006553806959
996	0.006552743323
997	0.006551424015
998	0.006550858721
999	0.00654989052
1000	0.006548466193
1001	0.006547621414
1002	0.006546888598
1003	0.006545298641
1004	0.006544266575
1005	0.006542217205
1006	0.006540370292
1007	0.006538921838
1008	0.006537438773
1009	0.006536281064
1010	0.006534505899
1011	0.006533087096
1012	0.006532325773
1013	0.006531792829
1014	0.006531229497
1015	0.006529524128
1016	0.006528881206
1017	0.006527928542
1018	0.006527117194
1019	0.006525265306
1020	0.00652443995
1021	0.006523490013
1022	0.006522584753
1023	0.006521565453
1024	0.006520688577
1025	0.006518777869
1026	0.006517736906
1027	0.006516598761
1028	0.006516101068
1029	0.006514858007
1030	0.00651302832
1031	0.006512175116
1032	0.006511340425
1033	0.006510605621
1034	0.006508856526
1035	0.006508500116
1036	0.006507923471
1037	0.006506898628
1038	0.006506350416
1039	0.006506164986
1040	0.006505894416
1041	0.006504194336
1042	0.00650341113
1043	0.006503135924
1044	0.006501823389
1045	0.006500627768
1046	0.006499708968
1047	0.006499079771
1048	0.006497836672
1049	0.006496810991
1050	0.00649565313
1051	0.006495472517
1052	0.006493437325
1053	0.006492418999
1054	0.006491794962
1055	0.006490093282
1056	0.006489252695
1057	0.006488375525
1058	0.006486721269
1059	0.006484806391
1060	0.006484237607
1061	0.006483387637
1062	0.006481644942
1063	0.006480038391
1064	0.006479312388
1065	0.006477958184
1066	0.006477109902
1067	0.006476017729
1068	0.006475189121
1069	0.006474249958
1070	0.006472508472
1071	0.006471229013
1072	0.006470289082
1073	0.006469587321
1074	0.006468320074
1075	0.00646781186
1076	0.006467229421
1077	0.00646589004
1078	0.006464456374
1079	0.006463888805
1080	0.006461552008
1081	0.006460382976
1082	0.006460155416
1083	0.006459548955
1084	0.006458453508
1085	0.006457641045
1086	0.006456761201
1087	0.006455199554
1088	0.006454213873
1089	0.0064524944
1090	0.00645233571
1091	0.006451169289
1092	0.006450340593
1093	0.006450064295
1094	0.006449544433
1095	0.006448607247
1096	0.006447670587
1097	0.006447137673
1098	0.006446672393
1099	0.006445051934
1100	0.006444144046
1101	0.006443111043
1102	0.00644117523
1103	0.006440733994
1104	0.006439413742
1105	0.006438728671
1106	0.006438278528
1107	0.006437130092
1108	0.006436051489
1109	0.006435351367
1110	0.006434779755
1111	0.006434230235
1112	0.006432688926
1113	0.006432594911
1114	0.006431585305
1115	0.006429880166
1116	0.006428528773
1117	0.006428088931
1118	0.006427071102
1119	0.006426476458
1120	0.006424229439
1121	0.006423405867
1122	0.006421741606
1123	0.006420475055
1124	0.006420155052
1125	0.006418466832
1126	0.006417388476
1127	0.006416024479
1128	0.006414338007
1129	0.006413764618
1130	0.006413292847
1131	0.006412018209
1132	0.006411338931
1133	0.006411213936
1134	0.006411098421
1135	0.006410149051
1136	0.006408298683
1137	0.006406280155
1138	0.00640591276
1139	0.006404604722
1140	0.006403919243
1141	0.006403670035
1142	0.00640288548
1143	0.006401340254
1144	0.006400110489
1145	0.006399312751
1146	0.006399179179
1147	0.006398393573
1148	0.006397060249
1149	0.006396716466
1150	0.006395891855
1151	0.006394166034
1152	0.006393148056
1153	0.006391595763
1154	0.006388420449
1155	0.006387986543
1156	0.006387719119
1157	0.006386533094
1158	0.006385666265
1159	0.006384813399
1160	0.006384706113
1161	0.006383824512
1162	0.006382966785
1163	0.006382500913
1164	0.006382448075
1165	0.006381849038
1166	0.006381099625
1167	0.006379321767
1168	0.006379095792
1169	0.006379035323
1170	0.006378451702
1171	0.006377637226
1172	0.006376800478
1173	0.006376786782
1174	0.0063742146
1175	0.006374201587
1176	0.006373821917
1177	0.00637293161
1178	0.006372208679
1179	0.006371854494
1180	0.006371144146
1181	0.006369859659
1182	0.006369545193
1183	0.006368742319
1184	0.006367879977
1185	0.006366680006
1186	0.006365938327
1187	0.0063648893
1188	0.006363777067
1189	0.006363767594
1190	0.006363134679
1191	0.006362276882
1192	0.006360572112
1193	0.006359328678
1194	0.006358004248
1195	0.00635769751
1196	0.006357044641
1197	0.006356278761
1198	0.00635515351
1199	0.006354179351
1200	0.006353788566
1201	0.006352689838
1202	0.006352040419
1203	0.006350601188
1204	0.006349449851
1205	0.006348622745
1206	0.006348390958
1207	0.006348181851
1208	0.006347679483
1209	0.006347199357
1210	0.006346565627
1211	0.006346258659
1212	0.006345690042
1213	0.006344791112
1214	0.00634404229
1215	0.006342844114
1216	0.006342414767
1217	0.006341550265
1218	0.006338745138
1219	0.006336852006
1220	0.006336361663
1221	0.006334124103
1222	0.006334031701
1223	0.006333315361
1224	0.006331897353
1225	0.006331885442
1226	0.006331166303
1227	0.006329377138
1228	0.006329000353
1229	0.006327956077
1230	0.006327808402
1231	0.006327084317
1232	0.006325771013
1233	0.0063250177
1234	0.006324916884
1235	0.006324117633
1236	0.00632342142
1237	0.006322945776
1238	0.006321752354
1239	0.006321054806
1240	0.006319967934
1241	0.006319869962
1242	0.006319258329
1243	0.006318499089
1244	0.00631693961
1245	0.006316248677
1246	0.006316247974
1247	0.006315507195
1248	0.00631476218
1249	0.006314309482
1250	0.006312712729
1251	0.006312470545
1252	0.006311709267
1253	0.006311111855
1254	0.006309398058
1255	0.006309315063
1256	0.006309205259
1257	0.006308989443
1258	0.006307449008
1259	0.006307448331
1260	0.00630630973
1261	0.006305501032
1262	0.006304852341
1263	0.006304398379
1264	0.006303745834
1265	0.00630302537
1266	0.006303024679
1267	0.006302934576
1268	0.006302519755
1269	0.006302022678
1270	0.006301061042
1271	0.006300466423
1272	0.00630036304
1273	0.006299658638
1274	0.006299655185
1275	0.006299452001
1276	0.006298886305
1277	0.00629633925
1278	0.006294912082
1279	0.006294325587
1280	0.006293458946
1281	0.006292433351
1282	0.006291846239
1283	0.006291360082
1284	0.006290215198
1285	0.006290211896
1286	0.006290211504
1287	0.006289205334
1288	0.006288514572
1289	0.006288288679
1290	0.006287527016
1291	0.006286840078
1292	0.00628629237
1293	0.006285031143
1294	0.006284355056
1295	0.006284141908
1296	0.006283484476
1297	0.00628317874
1298	0.006282592708
1299	0.006281732953
1300	0.006281009046
1301	0.006280508327
1302	0.006279854226
1303	0.006279852698
1304	0.006278640913
1305	0.006277923647
1306	0.006276106587
1307	0.006275099643
1308	0.006274204075
1309	0.006274202583
1310	0.006273546305
1311	0.006273027892
1312	0.006271915805
1313	0.006271297224
1314	0.006270897781
1315	0.006269698312
1316	0.00626897481
1317	0.006268602563
1318	0.006267837084
1319	0.006267001139
1320	0.006266442682
1321	0.006264193062
1322	0.006263067755
1323	0.006261555973
1324	0.006260761168
1325	0.006260253511
1326	0.006259657265
1327	0.006259053433
1328	0.00625890146
1329	0.006258258577
1330	0.006257649924
1331	0.006256050982
1332	0.006255526616
1333	0.006254718108
1334	0.006254201643
1335	0.006253938331
1336	0.006252374395
1337	0.006251644357
1338	0.006251642873
1339	0.006250871406
1340	0.006250389232
1341	0.006249435434
1342	0.006248949997
1343	0.006248255612
1344	0.006248254452
1345	0.006247545107
1346	0.006247501536
1347	0.006246787106
1348	0.006245680521
1349	0.006244442087
1350	0.00624348447
1351	0.006241344101
1352	0.006241234133
1353	0.006240154308
1354	0.006239498862
1355	0.006239007621
1356	0.00623833694
1357	0.006237206407
1358	0.006236700565
1359	0.006236333064
1360	0.006235743127
1361	0.006234818063
1362	0.006234725101
1363	0.006233347429
1364	0.006233346339
1365	0.006232692383
1366	0.006231941627
1367	0.006231471799
1368	0.006230788295
1369	0.006230601809
1370	0.006230232105
1371	0.006229402185
1372	0.006228947822
1373	0.006228451206
1374	0.006227875862
1375	0.006227696697
1376	0.00622727022
1377	0.006226195699
1378	0.006225190791
1379	0.006224791121
1380	0.006224246766
1381	0.006223139064
1382	0.006222994067
1383	0.006221903745
1384	0.006220859357
1385	0.006220281995
1386	0.006219516008
1387	0.006219027703
1388	0.006217867412
1389	0.006217062196
1390	0.006216577018
1391	0.00621639984
1392	0.00621582327
1393	0.006215573664
1394	0.006215043378
1395	0.006214246559
1396	0.006214049641
1397	0.006213385844
1398	0.006212931752
1399	0.006212165862
1400	0.00621188663
1401	0.006211114156
1402	0.006210384916
1403	0.00620934001
1404	0.006208805596
1405	0.006208804102
1406	0.006208063162
1407	0.006207540712
1408	0.006207182676
1409	0.006206865326
1410	0.006205542507
1411	0.006204980078
1412	0.00620468313
1413	0.006203976444
1414	0.006203011199
1415	0.006202745248
1416	0.006202118454
1417	0.006201614254
1418	0.006201613132
1419	0.00620081378
1420	0.006200812701
1421	0.006200530293
1422	0.006200148039
1423	0.006199318846
1424	0.006199106293
1425	0.006198126114
1426	0.006197878893
1427	0.006197266145
1428	0.006196514895
1429	0.006195754972
1430	0.006195077982
1431	0.0061946319
1432	0.006194610067
1433	0.006194560387
1434	0.006193940011
1435	0.00619352447
1436	0.006192804987
1437	0.006191951532
1438	0.006190125656
1439	0.006189240823
1440	0.006188892837
1441	0.006188475016
1442	0.006186242253
1443	0.006185060245
1444	0.006183817802
1445	0.006183083887
1446	0.006182470076
1447	0.006180624882
1448	0.006180440049
1449	0.006180176666
1450	0.00617940734
1451	0.00617933233
1452	0.006178958161
1453	0.006178836245
1454	0.006177998487
1455	0.006177506553
1456	0.00617682897
1457	0.006176564022
1458	0.006175535262
1459	0.00617513281
1460	0.006174714397
1461	0.006174554654
1462	0.006173848789
1463	0.006172755329
1464	0.006171930308
1465	0.006170317892
1466	0.006170203054
1467	0.006168660093
1468	0.006168062897
1469	0.006165892002
1470	0.006164654773
1471	0.006164055291
1472	0.006163638125
1473	0.006161727049
1474	0.00616137803
1475	0.006160628234
1476	0.00616037016
1477	0.006160158765
1478	0.006159494515
1479	0.006159421902
1480	0.006158745936
1481	0.0061587449
1482	0.00615829162
1483	0.006157679206
1484	0.006156836864
1485	0.006156237712
1486	0.006155585806
1487	0.006154954464
1488	0.006154776241
1489	0.006154224473
1490	0.00615399486
1491	0.006153806198
1492	0.006153805198
1493	0.006153804226
1494	0.006152846527
1495	0.006152720348
1496	0.006151928827
1497	0.006151927887
